"","Ensembl_ID","logFC","logCPM","LR","PValue","FDR"
"QDPR","ENSG00000151552",1.02815268516243,3.39780908729217,8.11573746033575,0.0043882617596516,0.0177850365278762
"FHIP2A","ENSG00000151553",-0.822756894640078,6.84975871057486,5.2000333848876,0.0225864543653882,0.0599433054714352
"TEX9","ENSG00000151575",-2.49987389215232,0.384036052718772,22.1061636236279,2.57980090792698e-06,7.03917104877219e-05
"QTRT2","ENSG00000151576",-0.899576707977034,4.52443221772365,9.31801395873759,0.00226911813665038,0.0110448812256647
"MMAA","ENSG00000151611",-0.749147039487671,1.33303765968138,6.51462079882209,0.0106991133544581,0.0343895125684395
"ZNF827","ENSG00000151612",-1.81494025919279,5.81343903813631,15.0169034496189,0.000106552493650375,0.00115785488723799
"VENTX","ENSG00000151650",0.724312685616118,0.963867847649252,2.07878130755689,0.149359383440095,0.246582014017125
"ADAM8","ENSG00000151651",-0.323040192186622,5.02899064258689,0.615004757372425,0.432909629362834,0.551191151033886
"KIN","ENSG00000151657",-0.991886671965894,4.52994067506555,9.49336282713087,0.00206216508430867,0.0103002831039623
"PIGF","ENSG00000151665",-0.57347878296683,2.50429988005654,4.09275030330899,0.0430675086644416,0.0967146969724009
"ANKAR","ENSG00000151687",-1.18410274296175,1.92404389796343,10.4642980052739,0.00121703786804348,0.00700867033556696
"INPP1","ENSG00000151689",0.244119559222467,1.57330731653834,0.34565740147773,0.556581724173839,0.661029538165008
"MFSD6","ENSG00000151690",-0.772972201718066,4.9775885548907,7.72592315026594,0.0054433520636815,0.0208309938465777
"RNF144A","ENSG00000151692",-0.213756406991508,4.28161479085527,0.216186209779622,0.641961327637347,0.734162881641299
"ASAP2","ENSG00000151693",0.0195358473691874,3.761308185001,0.00210336202246708,0.963419903190275,0.974805060970437
"ADAM17","ENSG00000151694",-1.76633117999417,6.00277158404581,18.6664427667199,1.55698714084182e-05,0.000271934283988997
"FLI1","ENSG00000151702",-0.25498020515895,6.71009936009946,0.851985217922277,0.355991335268676,0.476339043724873
"TMEM45B","ENSG00000151715",-1.17942610369668,0.368692730968791,15.9370817751744,6.54831534356028e-05,0.000802936641879515
"CENPU","ENSG00000151725",-0.131866167788374,5.73594867432785,0.158517777367713,0.690524845200789,0.772678319348156
"ACSL1","ENSG00000151726",-1.46764332228703,6.37206297859219,9.17732992893163,0.00245031231824973,0.0116665877012734
"SLC25A4","ENSG00000151729",0.102939972841335,1.76906326176983,0.0515169504558699,0.820444381334518,0.87350227563319
"AMN1","ENSG00000151743",-0.711824996178464,1.7240944640482,3.89912979800836,0.0483111250845803,0.105257542518062
"BICD1","ENSG00000151746",-0.652732767848555,4.23144518366984,4.20199558084396,0.0403764383584479,0.0923864504168572
"SAV1","ENSG00000151748",-0.133542866327096,4.90949397721748,0.271722968792844,0.602178325174928,0.699425723952358
"CCDC122","ENSG00000151773",0.460741829957476,0.698722172381382,1.52699549220998,0.216563928442438,0.327550193495985
"NBAS","ENSG00000151779",-1.31732144666432,5.95974070006848,12.6801008000134,0.000369567646342337,0.00290170529414043
"GUF1","ENSG00000151806",-0.236438072272883,4.29931800490237,0.711566510178727,0.398924258510479,0.518827900767274
"SACS","ENSG00000151835",-1.15820647529532,5.32063737365043,8.77931802376703,0.00304665083139956,0.013671743579268
"PABPC3","ENSG00000151846",0.643320247697838,2.10892901222409,4.28252825245071,0.0385060317625414,0.0891750133994003
"CENPJ","ENSG00000151849",-0.55009985908964,3.50989279420377,3.92765708003469,0.0474980748088209,0.104021411640552
"FBXO4","ENSG00000151876",0.668948446423068,2.40444977599466,3.7972186101923,0.0513377951286774,0.110142637071866
"TMEM267","ENSG00000151881",-0.498615522848704,2.91478468740646,3.64481487328317,0.0562440563861953,0.117752101186276
"CCL28","ENSG00000151882",-0.304312846939495,3.69743207581734,0.578041437630993,0.447081040436862,0.564089414201205
"PARP8","ENSG00000151883",-1.3910563081419,6.24947936333497,14.6692396126982,0.000128120173191871,0.00131727697737232
"CACUL1","ENSG00000151893",-0.712022210057751,6.20770968453182,5.01967503056927,0.02506087190913,0.0646939838094344
"DST","ENSG00000151914",-2.8351641248354,3.28533448958894,18.0132989519126,2.19367106908286e-05,0.000351790221605989
"TIAL1","ENSG00000151923",-0.613204174947447,7.23886440964622,5.78760122644709,0.016139597305424,0.0467646936319843
"BAG3","ENSG00000151929",0.373554352939804,3.32137349792576,0.532002103961688,0.465766347584591,0.581349450931237
"GLT1D1","ENSG00000151948",1.27449018457292,2.57217980929018,4.37243708007922,0.0365247185348239,0.0857326700380978
"AP1S3","ENSG00000152056",-0.504284120196389,1.53348634530465,1.9446703628118,0.163162329430204,0.263901029622319
"RABGAP1L","ENSG00000152061",-0.294332370155976,5.93490105206478,0.889291437279923,0.345669393908066,0.466212441647869
"TLCD4","ENSG00000152078",0.625858370516271,2.95614445637554,1.11992046754089,0.289935579980471,0.409039931391567
"MZT2B","ENSG00000152082",0.815602695013848,4.71845775314621,8.47778956933858,0.00359508667369117,0.0154245106896485
"FAM168B","ENSG00000152102",-0.602820504041482,7.02028947877108,5.55405095619896,0.0184379665933187,0.0515557106432548
"PTPN14","ENSG00000152104",-1.24089319083312,4.72362812888567,3.39983883844093,0.065202789293165,0.131624817735714
"SMPD4BP","ENSG00000152117",-0.801430113737538,6.58874600229424,7.04524383847067,0.00794760043986613,0.0276449571219065
"MGAT5","ENSG00000152127",-1.42083662042868,6.69818998423967,20.3383702359604,6.48862558757962e-06,0.000142158152946708
"GPATCH11","ENSG00000152133",-0.494075044651239,4.51180555640759,2.86226359361963,0.0906798096976553,0.167882167873204
"GEMIN6","ENSG00000152147",0.0797762187294402,1.67244942505787,0.0494398945896322,0.824040780441154,0.875958583447186
"POU4F1","ENSG00000152192",0.294156505858074,6.0254348169956,0.196269596717229,0.657748920522405,0.746658291522614
"OBI1","ENSG00000152193",0.0175454919033143,2.11586396076103,0.00403525394004234,0.949349528356715,0.96499323280232
"ARL11","ENSG00000152213",0.247647630958515,3.60271363314307,0.445041077434318,0.504699323767412,0.61464976093247
"SETBP1","ENSG00000152217",-0.104854655793758,6.03187009760998,0.0402627642870215,0.840967695499369,0.888164189985366
"ARL14EP","ENSG00000152219",0.0440851003029777,3.17894269247403,0.019869333065472,0.887902630889013,0.921488916404355
"EPG5","ENSG00000152223",-1.31136937976536,6.65346054316671,11.5435394721808,0.000679850866573278,0.00457104010326253
"PSTPIP2","ENSG00000152229",0.74513292904713,3.52329277340261,3.87379283313587,0.0490455680986925,0.106296315614536
"ATP5F1A","ENSG00000152234",0.281485925775985,8.16738441249249,1.92966489781878,0.164795111417031,0.265878012767049
"HAUS1","ENSG00000152240",0.901619831574131,4.3189324399343,12.420034478394,0.000424752397819867,0.00322855164424509
"ARK2N","ENSG00000152242",-0.92456101350378,6.42145084132819,8.21728052434747,0.0041493335779202,0.0170434992125324
"SPC25","ENSG00000152253",0.467587669298238,1.79874901219603,1.88886965165757,0.169329468840954,0.27127058489308
"PDK1","ENSG00000152256",-0.732972433115495,6.11324209286191,3.61057148619616,0.057413387162653,0.119595168057775
"PDE3B","ENSG00000152270",-1.6377235019306,6.20288217227048,14.1054808630501,0.000172839427266199,0.00164850306492435
"TCF7L1","ENSG00000152284",-1.9764290523948,2.92208427327996,27.8833665048106,1.28852716580079e-07,8.09977962704649e-06
"TGOLN2","ENSG00000152291",-0.405699192497382,8.47066767256895,3.55326280005504,0.0594284841463879,0.122848002887871
"UHMK1","ENSG00000152332",-0.37666133099234,6.79170063516871,1.63177075376178,0.201458303282327,0.310246620043427
"ATG10","ENSG00000152348",-0.520034637520916,2.90214214392684,3.36186199810408,0.066722586607418,0.133817135472376
"POC5","ENSG00000152359",-0.152768964279368,3.01931917706078,0.314912746324755,0.574681058487187,0.676538791729917
"FAM151B","ENSG00000152380",-0.884973280827869,-0.152157044448408,4.31751198171811,0.0377220383181896,0.0879334887911734
"TADA1","ENSG00000152382",-0.0214834151968651,4.17090176588686,0.00621480782488604,0.937164618389444,0.957287509584729
"CWF19L2","ENSG00000152404",-0.645459317313017,4.44076999933315,2.88033723839528,0.0896672408247653,0.166628733167937
"JMY","ENSG00000152409",-0.507983701951719,5.49913900136453,1.2114969078799,0.27103586562985,0.388035011162167
"XRCC4","ENSG00000152422",0.0179622324151749,1.3225700616115,0.00341017062164184,0.953432670240737,0.967986910266219
"ZNF773","ENSG00000152439",-0.515050404500493,2.3420440073222,2.73100310877919,0.0984174525014481,0.179201076431994
"ZNF776","ENSG00000152443",-1.08825832071442,5.13168661697359,14.1109838885766,0.000172334519891117,0.00164474034422669
"ZNF256","ENSG00000152454",-0.71296889613537,3.80811302036683,4.53017482198784,0.033302215549087,0.0800736615962392
"SUV39H2","ENSG00000152455",-0.393849691961282,3.15177487271499,2.21908737907059,0.136313616188671,0.229648739578982
"DCLRE1C","ENSG00000152457",-0.439570103804296,5.70118064988193,2.8052716920129,0.0939549267370365,0.172796563214141
"RPP38","ENSG00000152464",-0.406151441683842,2.52065309544496,3.02210036006201,0.0821370243548942,0.156260680480043
"NMT2","ENSG00000152465",-0.684725242023871,5.12783357481837,4.1027432862395,0.0428136926653011,0.0963502104724556
"ZNF837","ENSG00000152475",-0.0540543138315972,1.21368514930464,0.0279392797511093,0.867251654943146,0.906752414579479
"USP12","ENSG00000152484",-0.575678977442707,5.74665456179626,5.48621138900615,0.0191670338506158,0.0530861629125253
"CCDC50","ENSG00000152492",-0.705287656345879,6.58402989807948,4.1086307834302,0.0426648904121215,0.0961605956671385
"CAMK4","ENSG00000152495",-2.32921202239234,4.86531679643005,14.806608414257,0.000119117352339107,0.00125104806966956
"ZFP36L2","ENSG00000152518",0.524432832480794,10.5311389913135,2.4301458764553,0.119021821971608,0.207317561526134
"PAN3","ENSG00000152520",-1.2318810322406,8.0374309996481,12.9020896751828,0.00032821548434584,0.00263740792113502
"PFKM","ENSG00000152556",0.181446868845557,4.55619445057106,0.397419353416929,0.528425028613539,0.636725661297679
"TMEM123","ENSG00000152558",0.15505129304535,8.60552509208964,0.347779544584654,0.555372775317026,0.660172632783297
"SPEF2","ENSG00000152582",-0.802155360972456,2.3854108480715,3.89117007096211,0.0485405949074593,0.105616734764324
"MBNL1","ENSG00000152601",-0.597808304336577,8.40096649683665,4.74523895334579,0.0293794731322791,0.0728157362709524
"NADK2","ENSG00000152620",-0.210872829750961,4.27148688474176,0.52344706716913,0.469374953848728,0.584335929007968
"GPD1L","ENSG00000152642",-0.0693025986284285,3.65052550327181,0.0602644374723198,0.806078473482672,0.863208532054691
"SLC30A6","ENSG00000152683",-0.172507318275216,3.50338391262783,0.345127732396591,0.556884246333488,0.661336110153552
"PELO","ENSG00000152684",0.279447368478698,2.08588178341114,0.838386286796329,0.359858701778696,0.480305943298603
"RASGRP3","ENSG00000152689",-0.880598265346532,1.95062127347287,4.21066287157173,0.040170636367208,0.0920286238041926
"SAR1B","ENSG00000152700",-0.483191509490158,5.5330079628067,3.07570171038274,0.0794702921648176,0.152366471262506
"GPR180","ENSG00000152749",0.0389434748685476,3.13719688844028,0.014145401638352,0.905327294162534,0.933682137865362
"DNAI4","ENSG00000152763",-0.586109174511553,1.2540380300771,2.11396166795095,0.145961020913794,0.242206202893038
"FARP1","ENSG00000152767",-0.544964319827367,4.90189647948957,1.36866528114123,0.242041339277454,0.356246974170669
"IFIT5","ENSG00000152778",-1.04389211803754,3.77451231216011,13.7342966751329,0.000210573917186221,0.00191055433510372
"PRDM8","ENSG00000152784",-0.910043161599602,4.20415546432898,3.50354837070398,0.0612374899042037,0.125628769566624
"HNRNPDL","ENSG00000152795",-0.082815327373863,8.96750065134093,0.101582866016102,0.749938338443484,0.819705162592152
"HHEX","ENSG00000152804",0.160416393844772,7.02986168705627,0.214819395263106,0.643015952440743,0.734974041695734
"UTRN","ENSG00000152818",-1.35542727529666,8.08006135415406,10.4419323824474,0.00123186324786545,0.00705604495011072
"PTPRK","ENSG00000152894",-0.802948885240817,4.59624473346774,1.03598683744347,0.308756667663192,0.428212328695423
"GGPS1","ENSG00000152904",-0.0335916072307539,2.10452016524939,0.0154487596003392,0.901083258457634,0.931017295547669
"ZNF117","ENSG00000152926",0.141205821951383,5.54436286568779,0.10049923481796,0.751231353332457,0.820877563587131
"RAD17","ENSG00000152942",-0.113551683453624,4.37358353679906,0.174437769502266,0.676197565422882,0.761268154507239
"MED21","ENSG00000152944",-0.815934547811976,4.81347568862748,7.58056537314171,0.00590009320192095,0.0221011486387475
"STK32B","ENSG00000152953",-0.56096262938939,7.04677555503395,2.28640009662011,0.130512320229803,0.222188612362428
"ADGRA3","ENSG00000152990",-0.951342727832492,5.54357958396337,4.67544773515875,0.030596726182701,0.0750708212565679
"SREK1IP1","ENSG00000153006",-0.0675519503402334,5.85714857020132,0.0805021679127051,0.776618038496969,0.840645009667439
"CWC27","ENSG00000153015",0.00462558652051277,4.13346320770039,0.00034822473002194,0.985111715405036,0.990363340043473
"MR1","ENSG00000153029",-0.277612086617003,4.47869013052623,1.11925921949157,0.290078019060292,0.409085794013653
"SRP19","ENSG00000153037",-0.918314187417527,4.16785405605211,11.412882445608,0.000729365815405714,0.0048170586920301
"CENPH","ENSG00000153044",0.87455075849428,4.75447116183635,7.2758815289588,0.00698865865633546,0.0250100976848632
"CDYL","ENSG00000153046",-0.641875538040248,5.40488528733573,7.57566627225038,0.00591615074257496,0.0221243498535797
"CARHSP1","ENSG00000153048",-0.322720961833602,6.27322452035059,1.59003522598227,0.207321101081819,0.317177014162757
"BANK1","ENSG00000153064",-1.04036756420288,6.74850383567656,5.38707856434868,0.0202864071085334,0.0553839024026021
"TXNDC11","ENSG00000153066",-0.474957157492098,6.1591003161333,4.07208926194212,0.0435973190604092,0.0976024755233876
"DAB2","ENSG00000153071",7.37965550398463e-06,3.00240842708919,2.53955079188017e-10,0.999987284937095,0.999987284937095
"ACOXL","ENSG00000153093",0.223218078813667,-0.381025701642517,0.275608237314756,0.599594289112366,0.697000290199441
"BCL2L11","ENSG00000153094",0.532882723259364,4.70533225600272,1.83020686978899,0.176103113012072,0.279223518268821
"ANAPC1","ENSG00000153107",-0.467410756966378,5.10818875737524,2.93717085647658,0.0865622251626207,0.162596727549219
"CAST","ENSG00000153113",-0.406108559698786,6.44652119629071,1.87864945452834,0.170487725454642,0.272465794231202
"SCOC","ENSG00000153130",0.329020418999011,3.60954355023961,1.26236381602908,0.261204126310908,0.376601091046154
"CETN3","ENSG00000153140",0.505266951216625,1.62919993196923,2.12916390903781,0.144519566346289,0.240457058233976
"SMARCA5","ENSG00000153147",-0.874290241165557,7.13200746765858,8.53971552863391,0.00347479934873893,0.0150443361515584
"BMP6","ENSG00000153162",-1.37757108738556,1.02710572404969,7.22735346444815,0.00718009793969578,0.0255357123670537
"RGPD3","ENSG00000153165",-1.73302194022227,-0.0618084623835918,11.933789399265,0.000551249368046606,0.00389617871669333
"RASSF3","ENSG00000153179",-0.606471049167241,5.27470169851412,4.27836892122887,0.0386003729756421,0.089351826692218
"HNRNPU","ENSG00000153187",-0.806752658016404,9.00132380434042,10.9566906516487,0.000932662369963663,0.00573691328972694
"RANBP2","ENSG00000153201",-1.48971252375985,7.67482746385373,11.6864538162748,0.000629567745640945,0.00431945570071294
"AHCTF1","ENSG00000153207",-1.45412143648573,7.21916343636296,10.4349407571407,0.00123653514263212,0.007070567907903
"MERTK","ENSG00000153208",0.294654260273423,1.9646424100432,0.380348103145138,0.537416996313344,0.644536983664161
"TMEM87B","ENSG00000153214",-0.426255730165493,4.34190798493446,2.75378620818871,0.0970244257470621,0.177216216518399
"NR4A2","ENSG00000153234",-0.326210873861406,7.2804345496804,0.456283376108331,0.499366084080516,0.610535741765822
"RBMS1","ENSG00000153250",-0.537747946202153,5.15722019684774,2.76624002245662,0.096272059799666,0.17626412030176
"CD96","ENSG00000153283",-0.65713225338195,5.55394154384547,1.85259087078336,0.173482361192611,0.276273673655534
"CYRIB","ENSG00000153310",0.114119217719005,6.90437438109518,0.256508501875523,0.612529072173818,0.708773445999654
"ASAP1","ENSG00000153317",0.645201024847964,7.40206518533423,3.95314295630769,0.0467839115797831,0.102754933615746
"TRAPPC8","ENSG00000153339",-0.434632038002105,6.18710780042824,1.79906390754925,0.179825705100621,0.2839774596766
"LINC00467","ENSG00000153363",0.0513715138706999,1.31895523372429,0.0135341446551536,0.907385983761259,0.934879843302351
"INO80C","ENSG00000153391",-0.127218706725879,5.46870027652497,0.108658815024867,0.74167625258183,0.81290426181972
"LPCAT1","ENSG00000153395",-0.301297816194238,5.23545095800562,0.98165068334621,0.321791618551838,0.441929529239056
"PLEKHG4B","ENSG00000153404",-0.964074728483793,6.72764914338352,3.28812431900007,0.0697826972500734,0.138302863327337
"NMRAL1","ENSG00000153406",0.452577521365046,4.01471039940821,2.49273938653378,0.114372496602649,0.20105267898363
"UBALD1","ENSG00000153443",-0.553315043531802,5.45518828453915,3.80848722975738,0.050993486430013,0.109585134836177
"LYSET","ENSG00000153485",0.642830829671943,1.17910242943429,4.14798560824406,0.0416840849104103,0.0944788524258775
"ING1","ENSG00000153487",0.302476781091707,5.28909569150862,1.62017557404786,0.203067308022036,0.312131814502419
"ADPRHL1","ENSG00000153531",0.709781874199161,6.36348923957016,2.18462676679123,0.139394851605612,0.233942153792994
"CMTM7","ENSG00000153551",-0.381530196604141,7.202550040765,1.4972753258328,0.221091073940964,0.332910331470839
"FBXL2","ENSG00000153558",-2.13237357929071,1.24487198482085,22.8829355841507,1.72173616865602e-06,5.1923938138942e-05
"UBP1","ENSG00000153560",-0.43147616905406,6.38801094375992,3.91977369053668,0.0477213039100186,0.104336951225632
"RMND5A","ENSG00000153561",-0.453210935205279,7.05173856979598,2.91331882196931,0.0878509220325404,0.164319276389302
"CD8A","ENSG00000153563",1.32385478679498,4.29688769881053,4.87960531869483,0.0271758324309673,0.0688165331294845
"RPIA","ENSG00000153574",0.22187631492941,4.44363533181871,0.773045675245655,0.379276494343486,0.499245556876591
"PTPRD","ENSG00000153707",-0.910208941498872,5.21219970915622,1.23222630023062,0.26697451219811,0.383288646306971
"CNKSR3","ENSG00000153721",0.0227751833003967,1.27898842551653,0.0016151640102251,0.967942365056978,0.977976574690155
"GTF2E1","ENSG00000153767",0.0323185584175819,1.63148545395272,0.0144234627415187,0.90440573720238,0.933193073355909
"CFDP1","ENSG00000153774",0.168891709777302,4.18457447613047,0.612657147650005,0.433789097642669,0.551980694967584
"ZDHHC7","ENSG00000153786",-0.254935219405586,5.39974098602237,1.04233365801581,0.307279345263734,0.426600287553733
"SPMIP4","ENSG00000153790",0.798141212460073,3.14691635022277,9.12893103506115,0.00251598684273418,0.0118961389212513
"JAZF1","ENSG00000153814",0.0295984417884063,3.86531164863948,0.00686498486758325,0.933966673358348,0.954926600761284
"CMIP","ENSG00000153815",-0.00371090471195579,7.58693583618193,0.000206156722754258,0.988544240425033,0.992340953699356
"TRIP12","ENSG00000153827",-1.16807186975992,7.56471626313966,13.3473630908991,0.000258786252175789,0.00221574573845684
"FBXO36","ENSG00000153832",-0.526926960551487,1.08024761872197,3.75873298899755,0.0525323706624475,0.112076078781203
"CEBPG","ENSG00000153879",-0.380588554645949,5.78050617644567,1.92913070182023,0.164853581862372,0.265914749052248
"KCTD15","ENSG00000153885",-0.124794575471359,4.72511447779322,0.227846241782746,0.633125426667572,0.726511792843988
"ZNF599","ENSG00000153896",-0.0537194781593362,1.34829601661039,0.0253065682316063,0.873605543553566,0.911221409218023
"LGI4","ENSG00000153902",-1.95722252387319,2.20089639547345,15.378458512899,8.79856518047081e-05,0.0010044522916372
"SREK1","ENSG00000153914",-1.22635396600796,8.35101961636919,9.00470199218884,0.00269285895546056,0.0124862162211178
"CHD1","ENSG00000153922",-1.26622187612993,8.30607277730337,8.0954192346374,0.00443772724575392,0.0179363159270868
"DGKE","ENSG00000153933",-0.851935161256765,4.88170794500469,6.03852693735546,0.0139969585086316,0.0420247254860125
"HS2ST1","ENSG00000153936",-0.0623437482670665,4.25136464818322,0.0374307168107535,0.846590745081466,0.892036842791123
"MSI2","ENSG00000153944",-1.7952539445866,8.63868017423231,22.1723559453602,2.49236724238071e-06,6.83817443406774e-05
"ZUP1","ENSG00000153975",-0.801410299125312,3.92257213263809,5.43022444535605,0.0197911353603806,0.0543799953151883
"GDPD1","ENSG00000153982",-0.0815741401786505,1.35401171180001,0.0618280292520623,0.803629651222047,0.861267142213226
"NUS1","ENSG00000153989",0.1997385011262,4.91138499835903,0.68679170220534,0.407257790189305,0.526494841916025
"PPP2R5E","ENSG00000154001",-0.192386217746148,5.916108879178,0.690945785753705,0.40584287012902,0.525059153248368
"GRAP","ENSG00000154016",-1.52851363863004,2.22392632783229,13.5741043197883,0.000229327390059753,0.00203364253399416
"SLC5A10","ENSG00000154025",-2.48731252901755,3.78315245203617,21.5637102381146,3.42267119377196e-06,8.65028741986503e-05
"IMPACT","ENSG00000154059",0.737435862621018,3.14655274652265,3.34179043535661,0.0675410779461623,0.134991545377237
"SDHAF4","ENSG00000154079",0.946569848266004,1.52632075113237,5.65661286538757,0.0173896746580513,0.0494316682037108
"DNAAF1","ENSG00000154099",-0.848732087046097,0.947095457369254,2.88403609662279,0.0894615296219751,0.166331379597106
"TBCEL","ENSG00000154114",-0.333230790755243,3.04895943174161,1.1339812839746,0.286927714339558,0.405756913927929
"ANKH","ENSG00000154122",-0.652967236813016,5.57667939033637,4.43675006638671,0.0351731421940233,0.083401157473589
"OTULIN","ENSG00000154124",-0.958364268366787,6.98579163808922,7.1667320467521,0.00742679464164807,0.0262168126674287
"UBASH3B","ENSG00000154127",-0.635462108170609,8.35067285598349,2.6950535127618,0.100660109442012,0.182259882166638
"ROBO4","ENSG00000154133",1.34065876897384,2.48723930277094,6.10646439830192,0.0134688300793921,0.0408257640941574
"ROBO3","ENSG00000154134",0.762146966033088,1.7202650873375,2.7616179721411,0.0965505448858349,0.176622055219692
"TBRG1","ENSG00000154144",-0.652851484079645,5.27172129670814,4.98671781873146,0.0255426132530903,0.0655787284097704
"NRGN","ENSG00000154146",2.50378150306532,4.15416013827302,21.0818301326149,4.40081315152473e-06,0.000105747281179702
"RETREG1","ENSG00000154153",-0.463057909261715,4.94856516607764,1.63622602527577,0.200844059896944,0.309524651323541
"TOMM70","ENSG00000154174",0.0392743444271259,5.05117485292736,0.0297724451841788,0.86300756491448,0.903857818401104
"PITPNC1","ENSG00000154217",0.448553339128772,5.20974173690705,1.8743863898135,0.170973545223966,0.273095730325576
"CC2D1B","ENSG00000154222",-1.13438464975583,4.67861974036148,17.3025859233805,3.18752783440933e-05,0.000467562762941514
"PRKCA","ENSG00000154229",-0.513311041712939,4.40980566450214,1.9330625355682,0.164423777216083,0.265393871393846
"LRRK1","ENSG00000154237",0.257663303360515,7.05211409525648,0.716308587231616,0.397357435370325,0.517151312321752
"GAL3ST2","ENSG00000154252",-1.35552396257755,1.22313170838603,7.35136266088217,0.00670119455278117,0.0242795550318823
"ABCA5","ENSG00000154265",-0.931617986797431,2.65968549915018,2.69957631879178,0.100374917067779,0.181920378889997
"ENPP3","ENSG00000154269",-0.510163196017661,-1.45263473144882,1.02892451345188,0.310411402429714,0.430146876885674
"C4orf19","ENSG00000154274",-1.97182565513778,3.65606598859274,16.6822777412135,4.41919144347312e-05,0.000599609418259221
"MIA3","ENSG00000154305",-0.546281745655348,5.8576787605456,3.96355916112699,0.0464952970145658,0.102271804949506
"DISP1","ENSG00000154309",-0.20249244800728,3.4328176593565,0.449642255574169,0.50250489044649,0.61281700326858
"TNIK","ENSG00000154310",-0.556322060591665,2.74608046954848,1.15795215107173,0.281890651471279,0.399924476299315
"FAM167A","ENSG00000154319",-2.08569322440972,2.12914302656059,13.2257848886872,0.000276124071087904,0.00232018974115488
"NEIL2","ENSG00000154328",0.0782387663257369,3.55233337340669,0.0880465244168214,0.766675441225664,0.833352599108415
"OBSCN","ENSG00000154358",-1.27895477001018,5.54459381324433,9.10148056994719,0.0025540267126536,0.0120487301979459
"LONRF1","ENSG00000154359",-1.04189552215183,4.77127112965123,7.42798906248927,0.00642170647395721,0.0235294104891821
"TRIM11","ENSG00000154370",-0.866325991518402,5.18594809762438,12.0315817918839,0.000523066685628996,0.00373927422384874
"ENAH","ENSG00000154380",0.537922831893556,4.36901011329804,2.34747846872872,0.125485838625902,0.215645960868939
"CCSAP","ENSG00000154429",-0.896163966465948,4.96823369154002,8.03142404564702,0.00459726810332795,0.0184215021411534
"SH3RF1","ENSG00000154447",-0.496363518682898,5.67147850986826,1.83057914116442,0.176059155536158,0.279186048608493
"GBP5","ENSG00000154451",-0.0184778362929582,5.17278525088384,0.00101977368205297,0.974524767713302,0.982371607645495
"BUB3","ENSG00000154473",-0.293276225437819,6.56555283832817,1.93784478688701,0.163902734962939,0.26483979885877
"DIPK1A","ENSG00000154511",-1.04252005929647,2.63562758519126,11.8808961039832,0.000567126486594188,0.00397041841977453
"ATP5MC3","ENSG00000154518",0.881214043834947,6.75140213259171,8.02502140058989,0.0046135480737824,0.0184519990601981
"SRSF12","ENSG00000154548",-1.06890475948876,2.12793463282326,4.54392631609517,0.0330357344032471,0.0796046264628246
"ELOC","ENSG00000154582",0.0468526818743175,5.53976878475806,0.0546960742011748,0.815084414585497,0.869913862633049
"LY96","ENSG00000154589",1.5533846309899,2.45567833616916,12.5448080117633,0.000397308685614715,0.00305801764552048
"CEP170P1","ENSG00000154608",-1.12914318846017,0.122812165193511,9.33412310086773,0.00224925697738699,0.0109830974923341
"BTG3","ENSG00000154640",-0.453386292643283,4.73159543429134,0.856230252721737,0.354795783290075,0.475056243805891
"C21orf91","ENSG00000154642",-0.62331654191949,3.36427202992103,3.29388239226995,0.0695384154710449,0.137928049964474
"L3MBTL4","ENSG00000154655",-1.06411548751189,2.84186327492357,3.50105148328349,0.0613298783464788,0.125714436929807
"RABGEF1","ENSG00000154710",-0.880656819440335,3.08336297337251,7.78910180139088,0.00525623200031413,0.020242238815994
"MRPL39","ENSG00000154719",-0.078326353157479,3.16418417136853,0.0958229118279306,0.756901084049942,0.825196659361583
"JAM2","ENSG00000154721",0.728394419009497,1.33148721625757,2.93529822992811,0.0866626568298956,0.162730055640507
"ATP5PF","ENSG00000154723",1.1371477702558,5.43722803418702,9.83691202080043,0.0017104439552845,0.00900091880688911
"GABPA","ENSG00000154727",-0.128855776987445,5.95038743666113,0.138787705998595,0.709489183128271,0.78692449748697
"TSEN2","ENSG00000154743",-0.561862851186578,2.24858822574042,2.47908080501523,0.115369660094872,0.202444463377762
"SLFN13","ENSG00000154760",-0.257388067921926,5.1686878145199,0.336345833248458,0.561946109046872,0.665914184901392
"XPC","ENSG00000154767",-1.18571404172555,3.34352286300447,15.795942914445,7.05536337709072e-05,0.000850411032296905
"CCDC174","ENSG00000154781",-0.784785401062787,3.9530419338901,9.94246479043169,0.00161509147731499,0.0086552636075679
"FLCN","ENSG00000154803",-0.817942593392094,4.62492692930209,7.56102710050202,0.00596439901169741,0.0222483480954258
"DPH3","ENSG00000154813",-0.789395961275552,4.28684993614854,9.893381932053,0.00165874238439828,0.00881115093290102
"OXNAD1","ENSG00000154814",-1.90534368036112,4.32721212254535,25.9117660097539,3.57384154241626e-07,1.65866328034011e-05
"PLCL2","ENSG00000154822",-0.689533561610029,5.02149891917762,6.06933982667071,0.0137548362002742,0.0414495206664512
"CXXC1","ENSG00000154832",-0.189795074132467,5.62720163962802,0.73638127780908,0.390822555481517,0.510653782806844
"SKA1","ENSG00000154839",0.681917154373306,3.52201182136629,4.23582007347324,0.039579498322029,0.0910946031209004
"PPP4R1","ENSG00000154845",-0.247376314126179,6.47682425175222,1.15760689882586,0.281962401985665,0.399988179849785
"APCDD1","ENSG00000154856",-0.433337690208733,2.86250061026025,1.09006883727837,0.29645595725838,0.415680080116267
